glm,lda,qda,bs,forest,svm,nb,NA.,data,ncases,npreds
1,0.9999995925,0.9999986415,0.9999998642,1,5.43E-07,0.9996933977,NA,13,18185,11
1,0.9999998644,0.9999995933,0.9999997288,1,2.71E-07,0.9997998898,NA,13,18185,11
1,0.999999458,0.999999187,0.9999990516,1,6.77E-07,0.9996979871,NA,13,18185,11
1,0.9999995924,0.9999989132,1,1,2.72E-07,0.9997993413,NA,13,18185,11
1,1,1,0.9999993205,1,0,0.9998674995,NA,13,18185,11
1,0.9999993205,0.9999990486,1,1,0.9999989127,0.9995237761,NA,13,18185,11
1,0.9999995925,0.9999993208,1,1,2.72E-07,0.9997149971,NA,13,18185,11
1,0.9999991878,0.999998511,1,1,0.9999991878,0.999602041,NA,13,18185,11
1,1,0.9999998643,1,1,0,0.9996449249,NA,13,18185,11
1,1,1,1,1,1,0.9998025874,NA,13,18185,11
1,1,1,1,1,0,0.9996599952,NA,13,18185,11
1,1,1,1,1,0,0.9995535538,NA,13,18185,11
1,1,1,0.9999986455,1,1,0.9997450878,NA,13,18185,11
1,1,1,0.9999994596,1,0,0.9996586234,NA,13,18185,11
1,1,1,0.9999886148,1,1,0.9997132004,NA,13,18185,11
1,1,0.9999998646,0.999390299,1,0,0.9996531852,NA,13,18185,11
0.8450366245,0.8333985709,0.8210636802,0.7876628654,0.7734687034,0.5770241936,0.8223021556,NA,14,29072,5
0.8405343168,0.8305066148,0.8213666859,0.793257913,0.7754924789,0.5666584967,0.8204226255,NA,14,29072,5
0.8292977612,0.8172149154,0.8123394713,0.7942295249,0.7267327547,0.6583208289,0.8117188401,NA,14,29072,5
0.8314977001,0.8279344958,0.8179417062,0.771954212,0.7272748648,0.4974357184,0.8206128626,NA,14,29072,5
0.8538817064,0.8595885343,0.8483793843,0.7895962311,0.7885097475,0.4933186089,0.8446663023,NA,14,29072,5
0.8592256574,0.8569901409,0.8449418833,0.7833014646,0.7561989361,0.624545501,0.8461783088,NA,14,29072,5
0.8330723214,0.8273032222,0.8231885442,0.7851304442,0.7583105809,0.7076020725,0.8223534961,NA,14,29072,5
0.8302268131,0.8259733574,0.8233538919,0.7690217119,0.7166945796,0.4826970198,0.8194012937,NA,14,29072,5
0.8324639261,0.8227416654,0.8171634853,0.7785956103,0.7336145187,0.6005137335,0.8140214486,NA,14,29072,5
0.8250895054,0.8258958413,0.8215771846,0.7829969517,0.765446547,0.5385308868,0.8182363502,NA,14,29072,5
0.8302267257,0.8195543815,0.8118865738,0.7627715202,0.7683761488,0.5869290181,0.8105638098,NA,14,29072,5
0.8418198766,0.8288133912,0.8304515975,0.7937295968,0.7639507348,0.5651716547,0.8264358105,NA,14,29072,5
0.8462192573,0.8380635279,0.8305939249,0.797654538,0.7580985522,0.6427236027,0.830834601,NA,14,29072,5
0.8237347641,0.8108934752,0.8083962274,0.7622695401,0.7439206858,0.6321481819,0.8058593091,NA,14,29072,5
0.8289368006,0.8087825695,0.8036850632,0.7426854847,0.7202444133,0.3817282041,0.8035276253,NA,14,29072,5
0.8375119026,0.8289098489,0.8263536814,0.7390097022,0.7570399156,0.620926088,0.8238946651,NA,14,29072,5
0.835713451,0.8313668413,0.826787213,0.7510887772,0.7178351235,0.5621050991,0.8237678881,NA,14,29072,5
0.8478979468,0.8410536599,0.8402367197,0.8084250984,0.7631484363,0.6296494635,0.8368194007,NA,14,29072,5
0.833115514,0.831790133,0.8149021249,0.7835840136,0.7495022982,0.5161634254,0.8207042574,NA,14,29072,5
0.849223184,0.841832201,0.8357180504,0.7951210359,0.7550259066,0.5642592199,0.8318326358,NA,14,29072,5
0.8215546167,0.821780629,0.8061336254,0.8305255655,0.9141674925,0.8484326918,0.8126184391,NA,15,1599,11
0.8338713336,0.8347437665,0.8416359861,0.8167018548,0.9027062868,0.8639702675,0.8246933398,NA,15,1599,11
0.8338271605,0.8328218695,0.7950617284,0.7828395062,0.8650440917,0.8292239859,0.8011463845,NA,15,1599,11
0.8059789084,0.8059789084,0.7746972311,0.7620529601,0.870871939,0.172502712,0.7808326368,NA,15,1599,11
0.7904391134,0.7908073793,0.7808115881,0.7769886364,0.8763152357,0.1792403199,0.7784441639,NA,15,1599,11
0.8305406928,0.8308751056,0.7922064207,0.7885982822,0.899816953,0.1535130949,0.8072901999,NA,15,1599,11
0.8070721012,0.8068100421,0.7998916822,0.7672565908,0.8716085187,0.8251891193,0.7904924964,NA,15,1599,11
0.8058313413,0.8053951248,0.779518766,0.7857130394,0.8778245014,0.1736490377,0.7838111357,NA,15,1599,11
0.8443543738,0.844564021,0.8229703524,0.8297489474,0.8938311291,0.1546672723,0.8212757036,NA,15,1599,11
0.7985565217,0.8009217391,0.7803478261,0.771773913,0.8684521739,0.1762434783,0.7767826087,NA,15,1599,11
0.8053794161,0.8050135879,0.7841265417,0.7686920772,0.8558462825,0.1928611247,0.7777680998,NA,15,1599,11
0.82541423,0.8245962128,0.7835038986,0.7887078808,0.8893588137,0.1740462267,0.7839738234,NA,15,1599,11
0.8510464611,0.8523838472,0.829787234,0.7683716891,0.9030308294,0.1439687364,0.8168649587,NA,15,1599,11
0.8121397851,0.8112169386,0.7882676603,0.7805192318,0.8887534607,0.1604360015,0.7934564956,NA,15,1599,11
0.8284214565,0.8285435268,0.8030657087,0.7946777344,0.9027797154,0.155203683,0.8113839286,NA,15,1599,11
0.8138350025,0.814640381,0.7899887947,0.7754394565,0.8798235171,0.8309055256,0.7941557532,NA,15,1599,11
0.8089370133,0.8090586763,0.7903052002,0.7961971635,0.8864363181,0.8355812013,0.7912263626,NA,15,1599,11
0.8146917421,0.8142321833,0.7890448247,0.7682586256,0.8785880939,0.1635322398,0.7839013009,NA,15,1599,11
0.837589715,0.8368580587,0.8245766846,0.8006759111,0.8984565536,0.140007665,0.8052574733,NA,15,1599,11
0.8173016318,0.8164612368,0.7940682121,0.7925274879,0.8767245605,0.1642972197,0.7769451642,NA,15,1599,11
0.7326007326,0.7345543346,0.7448107448,0.7938949939,0.8214896215,0.2063492063,0.7528693529,NA,16,699,9
0.6827272727,0.6756818182,0.6770454545,0.6870454545,0.6938636364,0.2965909091,0.6922727273,NA,16,699,9
0.7824074074,0.7826646091,0.7065329218,0.7391975309,0.7692901235,0.2510288066,0.7222222222,NA,16,699,9
0.6811363636,0.6745454545,0.7454545455,0.6488636364,0.7434090909,0.2709090909,0.7415909091,NA,16,699,9
0.7377403846,0.7346153846,0.7617788462,0.7341346154,0.7762019231,0.1735576923,0.7721153846,NA,16,699,9
0.6983173077,0.7004807692,0.6576923077,0.6016826923,0.6879807692,0.3572115385,0.6653846154,NA,16,699,9
0.7346938776,0.7431233363,0.7176131322,0.7085181899,0.7488908607,0.2828305235,0.7351375333,NA,16,699,9
0.7169472503,0.7241301908,0.7086419753,0.7409652076,0.7512906846,0.6962962963,0.7789001122,NA,16,699,9
0.7325456498,0.7273899033,0.6990332975,0.759613319,0.7656283566,0.2794844253,0.6928034372,NA,16,699,9
0.7695950746,0.7724366564,0.7759886337,0.7205777883,0.7909069382,0.2344304996,0.7880653564,NA,16,699,9
0.7009090909,0.7025,0.6959090909,0.64,0.7327272727,0.7006818182,0.7220454545,NA,16,699,9
0.742778832,0.7463630614,0.752055661,0.6961838499,0.8264811301,0.2249631035,0.7588024457,NA,16,699,9
0.9049343066,0.9007201946,0.8251776156,0.9216350365,0.9589294404,0.9166715328,0.8604282238,NA,16,699,9
0.7895794941,0.7533925281,0.7450159156,0.6327693081,0.7518847378,0.3157982912,0.7756743173,NA,16,699,9
0.779020979,0.7561188811,0.7367132867,0.6737762238,0.7440559441,0.3089160839,0.7356643357,NA,16,699,9
0.7459876543,0.7035493827,0.7453703704,0.6981481481,0.7356481481,0.6716049383,0.7314814815,NA,16,699,9
0.7448433919,0.7295645531,0.7498854087,0.6531703591,0.7718869366,0.3156608098,0.7393430099,NA,16,699,9
0.7401755853,0.7431020067,0.7336956522,0.720735786,0.7909698997,0.2686036789,0.7652591973,NA,16,699,9
0.8463980464,0.8476190476,0.7863247863,0.7623931624,0.8412698413,0.3157982912,0.8376068376,NA,16,699,9
